Date,Startup Name,Industry Vertical,SubVertical,City,Investors Name,InvestmentnType, Amount in USD ,,,,
30-11-2016,Chai Thela,Food & Beverage,Quick Service Restaurants,Noida,Quarizon,Seed,218000,,,,
30-11-2016,Math Buddy,Consumer Internet,Online Math Learn,Vadodara,Menterra Social Impact Fund,Seed,440000,,,,
30-11-2016,Pulse,Consumer Internet,Campus Social Networking App,Bengaluru,SAIF Partners,Private Equity,500000,,,,
30-11-2016,Carcrew.in,Consumer Internet,Online Car repair Marketplace,Mumbai,TVS Group,Seed,500000,,,,
30-11-2016,ShopsUp,ECommerce,Hyperlocal Shopping App,Bengaluru,"Anand Sankeshwar, Yang Shu",Seed,963000,,,,
30-11-2016,HandyTrain,Consumer Internet,Mobile App for SAAS based Training,Goa,"Silver Range Investments, Lumina Datamatics, Shun Yoshida & Others",Private Equity,1000000,,,,
30-11-2016,MarianaIQ,Technology,AI-driven B2B marketing platform,Bengaluru,Exfinity Venture Partners,Private Equity,2000000,,,,
01-12-2016,SidQam,Technology,Healthcare Software System,Noida,"SQue Capital, Grace Capital Ventures, Soham Vencaps",Private Equity,1200000,,,,
01-12-2016,Slide App,Consumer Internet,Lock screen Rewards mobile app,New Delhi,Songhyun Investment,Private Equity,3600000,,,,
01-12-2016,India Lends,Consumer Internet,Online Instant personal Loan provider,New Delhi,"DSG Consumer Partners, American Express Ventures, Cyber Carrier VC, AdvantEdge Partners",Private Equity,4000000,,,,
02-12-2016,Badiyajobs,Consumer Internet,Entry-Level job Seekers platform,New Delhi,Undisclosed,Seed,100000,,,,
02-12-2016,TYGR,Technology,Transport and logistics mobile App,Mumbai,Franchise India,Private Equity,3000000,,,,
05-12-2016,UrDoorStep,ECommerce,Online Grocery Store,Bengaluru,Lakshmi Vilas Bank & undisclosed HNIs,Private Equity,1400000,,,,
06-12-2016,Diro Labs,Consumer Internet,Mobile Contacts Management app,New Delhi,Info Edge (India),Seed,147000,,,,
07-12-2016,WealthApp,Consumer Internet,Online Investment Advisory platform,Bengaluru,"Venk Krishnan, MJ Aravind, Vikram Kotak, Jayant Davar,\\xc2\\xa0 Ramkumar Nishtal, Arjun Sharmaa",Seed,440000,,,,
07-12-2016,Revv,Consumer Internet,Self-Driven Car Services booking portal,New Delhi,Edelweiss Private Equity,Private Equity,9000000,,,,
08-12-2016,GoMechanic,Consumer Internet,Online Car servicing Booking platform,Gurgaon,Venture Catalysts,Seed,250000,,,,
08-12-2016,Zest Money,Consumer Internet,Online Consumer Lending platform,Mumbai,PayU,Private Equity,6500000,,,,
09-12-2016,NeuroEquilibrium,Technology,Health-Tech platform,Jaipur,Unicorn India Ventures,Seed,250000,,,,
09-12-2016,Wittyparot,Technology,Content Management & Productivity platform,Bengaluru,Mumbai Angels,Seed,450000,,,,
09-12-2016,Stalk Buy Love,ECommerce,Fashion Apparel eTailer,New Delhi,Kalaari Capital,Private Equity,6000000,,,,
12-12-2016,Rupaiya Exchange,Consumer Internet,P2P Lending platform,New Delhi,Undisclosed Investors,Seed,200000,,,,
12-12-2016,Doctor Insta,Consumer Internet,Online Doctor Consulting platform,Gurgaon,RoundGlass Partners,Private Equity,2000000,,,,
12-12-2016,Fresh Food Concepts,Food & Beverage,Cold Press Juice manufacturer & seller,New Delhi,"Siddhartha Gupta, Ashvin Chadha",Seed,2000000,,,,
12-12-2016,Xseed Education,Technology,Education & learning Tech platform,Bengaluru,Verlinvest SA,Private Equity,10000000,,,,
13-12-2016,Indifi,Consumer Internet,Online lending platform,Gurgaon,Omidyar Network,Private Equity,10000000,,,,
13-12-2016,OfBusiness,ECommerce,Online business-to-business (B2B) marketplace,Gurgaon,"Zodius Technology Opportunities Fund, Matrix Partners",Private Equity,11100000,,,,
14-12-2016,Qacco,Consumer Internet,Hotel Booking platform,Gurgaon,"Lead Angels Network, Anbu Pandian, Prabhakar MR & Others",Seed,150000,,,,
14-12-2016,Trading Bells,Consumer Internet,Online Share & Commodity Broking platform,Indore,Swastika Investmart Ltd,Seed,297000,,,,
14-12-2016,Fitpass,Consumer Internet,Fitness center aggregator & Booking mobile app,New Delhi,Mumbai Angels,Seed,1000000,,,,
15-12-2016,SERV  D,Consumer Internet,Financial Services For Unorganized Workforce,Pune,Digital Financial Service Lab,Seed,100000,,,,
15-12-2016,Pocket Aces,Technology,Digital Entertainment Company,Mumbai,"Sequoia Capital India, North Base Media, Aarin Capital, 3one4 Capital, Axilor Ventures, Kunal Shah, Sandeep Tandon",Private Equity,3000000,,,,
15-12-2016,IdeaForge,Technology,Drone Manufacturing,Mumbai,"WRV Capital and IndusAge Partners, Infosys Innovation Fund",Private Equity,10000000,,,,
15-12-2016,Amagi Media Labs,Technology,Media Technology Solutions,Mumbai,"Emerald Media, Premji Invest",Private Equity,35000000,,,,
16-12-2016,TripShelf,Consumer Internet,Holiday Packages provider,New Delhi,"GEMS Advisory, Quarizon",Seed,123000,,,,
16-12-2016,Pi Data Centers,Technology,Cloud Data Center Solutions provider,Hyderabad,Epsilon Venture Partners,Private Equity,23000000,,,,
19-12-2016,NoBroker,Consumer Internet,Rental property search portal,Bengaluru,"KTB Network, SAIF Partners, BEENEXT, Digital Garage",Private Equity,7400000,,,,
20-12-2016,VivoCarat,ECommerce,Online jewellery marketplace,Mumbai,Undisclosed Investors,Seed,50000,,,,
20-12-2016,BYJUS,Consumer Internet,Online Learning platform,Bengaluru,International Financial Corporation,Private Equity,15000000,,,,
21-12-2016,Vegetall,ECommerce,Online Vegetable eTailer,Chennai,The Chennai Angels,Seed,162000,,,,
21-12-2016,The BlueBook,Consumer Internet,online to offline marketing platform,Bengaluru,"Indian Angel Network, Let  s Venture",Seed,500000,,,,
22-12-2016,MCaffeine,ECommerce,Personal care product etailer,Bengaluru,"Kaushal Agarwal, Harminder Sahani, KK Mehra, Pranay Jivrajka, Navjot Saini",Seed,300000,,,,
22-12-2016,Mindler,Consumer Internet,Career Planning & Assessment platform,New Delhi,Taxmann,Seed,324000,,,,
23-12-2016,enKast,Technology,Cloud based CRM for Agencies,Bengaluru,Ivy League Alumni Angel Network,Private Equity,2000000,,,,
26-12-2016,Dekkho,Consumer Internet,Video Streaming platform,Mumbai,undisclosed investors,Seed,1200000,,,,
26-12-2016,Shadowfox,Logistics,On-Demand Delivery Service,Gurgaon,Eight Roads Ventures,Private Equity,10000000,,,,
27-12-2016,ShopX,ECommerce,SAAS ECommerce Retail app,Bengaluru,Nandan Nilekani,Private Equity,5000000,,,,
29-12-2016,Healthifyme,Consumer Internet,Fitness Mobile App,Bengaluru,NB Ventures,Private Equity,1000000,,,,
02-01-2017,TaxSutra,Consumer Internet,Online Tax Filing platform,Pune,"TV Mohandas Pai, V Balakrishnan, PV Srinivasan",Seed,366000,,,,
03-01-2017,TempoGo,Technology,IoT & SAAS Solutions for Transportation Industry,Panaji,K2 Capital,Seed,825000,,,,
06-01-2017,Leap India,Logistics,Supply Chain Solutions Provider,Mumbai,"India Nivesh Growth Fund, Sixth Sense, TCI Ventures",Private Equity,13000000,,,,
07-01-2017,FreeCharge,Consumer Internet,Mobile Wallet,Mumbai,Jasper Infotech Pvt Ltd,Private Equity,57000000,,,,
09-01-2017,TicketNew,Consumer Internet,Movie Ticket Booking platform,Chennai,Alibaba Pictures,Private Equity,35000000,,,,
10-01-2017,Medinfi,Consumer Internet,Doctor & Clinic Discovery portal,Bengaluru,"Vinod Martin, Evan Lim, Kanchan Ghoshal, Ram Kumar Kakani",Seed,100000,,,,
10-01-2017,Intelligence Node,Technology,SAAS Based Retail Analytics Solutions,Mumbai,BlackSoil Capital Pvt Ltd,Private Equity,800000,,,,
10-01-2017,Loan Frame,Consumer Internet,Small Business Loans Marketplace platform,Gurgaon,"Vedanta Capital, William Campbell, Toos N Daruvala",Private Equity,2250000,,,,
10-01-2017,LensKart,ECommerce,Online eyewear retailer,Bengaluru,Ronnie Screwvala,Private Equity,3500000,,,,
10-01-2017,Securens,Technology,e-surveillance services provider,Mumbai,"Mayfield India, Trifecta Capital",Private Equity,5000000,,,,
12-01-2017,Hansel.io,Consumer Internet,Real-time Mobile App Management Platform,Bengaluru,"IDG Ventures, Endiya Partners",Private Equity,1350000,,,,
12-01-2017,Square Yards,Consumer Internet,Property Search Aggregator platform,Gurgaon,"Lohia Group, Andre Hoffman",Private Equity,10000000,,,,
13-01-2017,iService,Consumer Internet,Gadgets Repair & Service Booking platform,Bengaluru,"Blume Ventures, Girish Mathrubootham, Aprameya Radhakrishna",Seed,440000,,,,
13-01-2017,Roambee,Technology,IoT smart Logistics and Asset Management Company,Mumbai,Deutsche Telekom Strategic Investments & Others,Private Equity,4100000,,,,
14-01-2017,Unacademy,Consumer Internet,Online learning platform,Bengaluru,"Nexus Venture Partners, Blume Ventures",Private Equity,4500000,,,,
16-01-2017,HipCouch,Consumer Internet,Custom & Modular Furniture platform,Mumbai,Undisclosed Investors,Seed,700000,,,,
16-01-2017,ZoloStays,Consumer Internet,Branded PG Accomodation booking platform,Bengaluru,"Nexus Venture Partners, Innoven Capital",Private Equity,5000000,,,,
17-01-2017,Ezytruk,Consumer Internet,Logistics and truck aggregator platform,Bengaluru,"Ajith Nair, Anish K",Seed,147000,,,,
17-01-2017,Ketchupp,Consumer Internet,Food Discovery Platform,New Delhi,India Quotient and others,Seed,441000,,,,
17-01-2017,Hoopy,Consumer Internet,Online Car Service Platform,Gwalior,undisclosed investors,Seed,500000,,,,
17-01-2017,Curiositi,Consumer Internet,Online Learning Platform,Bengaluru,"Menterra Social Impact Fund, Unitus Seed Fund",Private Equity,800000,,,,
17-01-2017,TinyStep,Consumer Internet,Parenting Info & Social Network,Bengaluru,Flipkart,Private Equity,2000000,,,,
17-01-2017,Practo,Consumer Internet,Online Healthcare platform,Bengaluru,"Tencent,\\xc2\\xa0 ru-Net, RSI Fund, Thrive Capital",Private Equity,55000000,,,,
18-01-2017,Qwikspec,Technology,Cloud-based construction,Bengaluru,Undisclosed Investors,Seed,300000,,,,
18-01-2017,Vahdam Teas,ECommerce,Online Tea etailer,New Delhi,"Mumbai Angels Network, Fireside Ventures, Singapore Angel Network",Seed,650000,,,,
19-01-2017,Weddingz.in,Consumer Internet,Online Marketplace for Wedding Venues and vendors,Mumbai,Singularity Ventures,Private Equity,1000000,,,,
22-01-2017,MessaGif,Consumer Internet,social messaging platform,New Delhi,Undisclosed investor,Seed,50000,,,,
23-01-2017,CueMath,Technology,Maths Learning program,New Delhi,"CapitalG, Sequoia India",Private Equity,15000000,,,,
24-01-2017,Khel Now,Consumer Internet,Mobile-based Social Platform for Sports,Bengaluru,Indochine International,Private Equity,500000,,,,
24-01-2017,Lets Transport,Consumer Internet,Online transport vehicle booking platform,Bengaluru,"GMO Japan, Neelesh Bhatnagar",Private Equity,4000000,,,,
24-01-2017,NowFloats,Consumer Internet,Platform to take businesses online,Hyderabad,"Iron Pillar and IIFL, Blume Ventures, Omidyar Network",Private Equity,10000000,,,,
25-01-2017,InstaSafe,Technology,Security-as-a-Service solution provider,Bengaluru,ABM Knowledgeware,Private Equity,2200000,,,,
25-01-2017,RML Agtech,Technology,Agri Decision Support Solution for farmers,Pune,IvyCap Ventures,Private Equity,4000000,,,,
25-01-2017,Infibeam,ECommerce,ECommerce Marketplace,Ahmedabad,"Bennett, Coleman and Company Ltd",Private Equity,8800000,,,,
26-01-2017,99PerHour,Consumer Internet,Hyper-local Handyman Service provider,Chennai,V Aanand R,Seed,300000,,,,
26-01-2017,AirMed Labs,Consumer Internet,Health Tests Booking platform & ePharmacy,Ahmedabad,Brand Capital,Private Equity,1400000,,,,
30-01-2017,Maptags,Consumer Internet,Smart Online address tags,Bengaluru,The Ten Minute Million,Seed,18000,,,,
30-01-2017,Cloudrino,Technology,Cloud based Virtual Servers,New Delhi,The Ten Minute Million,Seed,22500,,,,
30-01-2017,FabX,ECommerce,Used Furniture Marketplace,Mumbai,The Ten Minute Million,Seed,68000,,,,
30-01-2017,Intuit Things,Technology,IoT solutions for home automation applications,Mumbai,Sanjay Mehta & Others ( The Ten Minute Million),Seed,106000,,,,
31-01-2017,Heads Up For Tails,ECommerce,Online Pet Products Store,New Delhi,Undisclosed Investors,Private Equity,2000000,,,,
06-02-2017,Capital Float,Consumer Internet,Online lending platform,Bengaluru,IFMR Capital Finance,Private Equity,2500000,,,,
07-02-2017,Inner Hour,Consumer Internet,Online Counselling Platform,Mumbai,"Batlivala & Karani Securities, Venture Works",Seed,450000,,,,
07-02-2017,Travel Triangle,Consumer Internet,Online travel agent marketplace,Noida,"RB Investments, SAIF Partners, Bessemer Venture Partners",Private Equity,10000000,,,,
08-02-2017,Edurev,Consumer Internet,Online Education Portal,Gurgaon,Facebook FB Start programme,Seed,40000,,,,
08-02-2017,Wandertrails,Consumer Internet,"Online Travel, Adventure & Activities Portal",Bengaluru,Earlsfield Capital,Seed,1000000,,,,
08-02-2017,Zenatix,Technology,IoT Based Energy Monitoring & Control,Gurgaon,"pi Ventures, Blume Ventures",Private Equity,1200000,,,,
08-02-2017,Cartrade,Consumer Internet,Automobile Classifieds Portal,Mumbai,Temasek Holdings,Private Equity,55000000,,,,
09-02-2017,Voonik,ECommerce,Women Apparel & Lifestyle etailer,Bengaluru,"RB Investments, Sequoia Capital",Private Equity,6000000,,,,
09-02-2017,Wooplr,ECommerce,Women Fashion Portal,Bengaluru,"Sistema Asia Fund, Amereus Group, Helion Ventures",Private Equity,8000000,,,,
10-02-2017,48East,ECommerce,Online Food Delivery Platform,Bengaluru,Al Dhaheri family,Private Equity,500000,,,,
13-02-2017,Nurturey,Consumer Internet,Parenting Mobile App,New Delhi,Mohit Joshi & Others,Seed,330000,,,,
13-02-2017,Fyle,Technology,Expense Management Solution,Bengaluru,Pravega Ventures,Seed,400000,,,,
13-02-2017,Wassup,Consumer Internet,On Demand Laundry & Dry Cleaning Services,Chennai,Anil Jain & other HNIs,Private Equity,3200000,,,,
13-02-2017,Sigtuple,Technology,Medical Automation platform,Bengaluru,"Accel Partners, IDG Ventures, Endiya Partners, pi Ventures, VH Capital, Axilor Partners",Private Equity,5800000,,,,
13-02-2017,Flutura,Technology,Decision Sciences Analytics Solutions,Bengaluru,"Vertex Ventures, Lumis Partners",Private Equity,7500000,,,,
13-02-2017,Better Mortgage,Consumer Internet,Mortgage Offering Platform,Gurgaon,"Kleiner Perkins, Goldman Sachs, Pine Brook",Private Equity,15000000,,,,
14-02-2017,GoBumpr,Consumer Internet,Online Bike & Car Services provider,Chennai,"Mahalingam K, Girish Mathrubootham",Seed,300000,,,,
14-02-2017,CCAvenue,Consumer Internet,Online Payment Gateway,Mumbai,Infibeam,Private Equity,22400000,,,,
15-02-2017,AirZaar,Technology,Drone operations management platform,Missourie,Quake Capital,Seed,350000,,,,
15-02-2017,ZestMoney,Consumer Internet,Online Consumer Lending platform,Bengaluru,"PayU, Ribbit Capital, Omidyar Network",Private Equity,6500000,,,,
16-02-2017,Truebil,Consumer Internet,Online Marketplace for Used Cars,Mumbai,Shunwei Capital,Private Equity,3000000,,,,
16-02-2017,YourStory,Consumer Internet,Online Media,Bengaluru,"Kalaari Capital Partners, Qualcomm, 3ONE4 Capital Advisors, UC-RNT",Private Equity,3000000,,,,
17-02-2017,Leopetra,ECommerce,Solution provider for pet needs,Mumbai,Facebook FBStart,Seed,40000,,,,
17-02-2017,The Ken,Consumer Internet,Online Media Platform,Bengaluru,"Aprameya Radhakrishna, Deepak Natraj, Girish Mathrubootham, Mahesh Murthy, Pallav Nadhani, Pavan Ongole, Sandeep Mathur, Vijay Shekhar Sharma & Others",Seed,400000,,,,
17-02-2017,Imaginate,Technology,AR & VR platform,Hyderabad,SRI Capital,Seed,500000,,,,
17-02-2017,Urban Ladder,ECommerce,Online Furniture Store,Bengaluru,"Kalaari Capital, SAIF Partners, Steadview Capital, Sequoia Capital",Private Equity,15200000,,,,
18-02-2017,Blood n Care,Consumer Internet,First Aid care app,Gurgaon,Facebook FBStart,Seed,40000,,,,
20-02-2017,Flipkart,ECommerce,Online Marketplace,Bengaluru,"Bennett, Coleman and Co. Ltd (BCCL)",Private Equity,38700000,,,,
21-02-2017,True Balance,Consumer Internet,Mobile balance Checking App,Gurgaon,"Softbank Ventures Korea, IMM Investment",Private Equity,15000000,,,,
22-02-2017,Vebbler,Consumer Internet,Photo Sharing for Groups,Bengaluru,Facebook FBStart,Seed,40000,,,,
23-02-2017,Get My Parking,Consumer Internet,Smart Parking Platform,New Delhi,"Indian Angel Network (IAN), BEENEXT, The Chennai Angels, Sunil Munjal",Private Equity,1100000,,,,
27-02-2017,Johari Shop,ECommerce,Online Jewellery etailer,Bengaluru,Undisclosed Investors,Seed,94000,,,,
27-02-2017,Biryani By Kilo,Consumer Internet,Online Food Ordering & Delivery Portal,Gurgaon,"Chandigarh Angels, Ashish Gupta, Rohit, Ashish Chand, Sunil Singh & Others",Seed,375000,,,,
28-02-2017,NeoStencil,Consumer Internet,Live Online Coaching Classes,New Delhi,"Brand Capital, Paragon Trust",Private Equity,1000000,,,,
28-02-2017,Blackbuck,Logistics,Logistics Tech,Bengaluru,"Sands Capital, IFC, Accel Partners, Flipkart, Sanjiv Rangrass",Private Equity,70000000,,,,
01-03-2017,Belong,Consumer Internet,Online Jon Portal,Bengaluru,Sequoia Capital India,Private Equity,10000000,,,,
01-03-2017,Ola,Consumer Internet,App based cab aggregator,Bengaluru,SoftBank Group Corp,Private Equity,330000000,,,,
02-03-2017,Karomi,Technology,Packaging Artwork Management software,Chennai,Ideaspring Capital,Seed,500000,,,,
02-03-2017,Celes Care,Consumer Internet,Women Healthcare & Information portal,Hyderabad,"Ventureast, Endiya Partners, Eight Roads Ventures, F-Prime Capital Partners",Private Equity,1500000,,,,
02-03-2017,Red Carpet,Consumer Internet,Micro Lending platform,Gurgaon,Lightspeed Venture Partners,Private Equity,2500000,,,,
02-03-2017,CreditMantri,Consumer Internet,Online Credit score & lending platform,Chennai,Quona Capital,Private Equity,7600000,,,,
03-03-2017,Tydy,Technology,Employee Onboarding and Engagement platform,Bengaluru,"Bhupen Shah, Jayesh Parekh, Sanjay Sathe",Seed,275000,,,,
03-03-2017,Oho Shop,Technology,eCommerce Mobile App Builder,Ahmedabad,"Bennett, Coleman and Company Ltd",Private Equity,6700000,,,,
03-03-2017,Paytm Marketplace,ECommerce,ECommerce Marketplace,Bengaluru,Alibaba,Private Equity,200000000,,,,
04-03-2017,iGenetics,Healthcare,Health Diagnostic Solutions,Mumbai,CDC Group Plc,Private Equity,19500000,,,,
06-03-2017,Summerlabel,Consumer Internet,Fashion and Lifestyle discovery platform,Gurgaon,"Aneesh Seth, Tushar Mittal",Seed,150000,,,,
06-03-2017,Juno Clinic,Consumer Internet,Online Counseling Platform,Mumbai,Atul Nishar,Seed,1200000,,,,
06-03-2017,PickMe,Consumer Internet,Gadget Insurance & Repair Services platform,Mumbai,SIDBI Venture Capital Fund,Private Equity,1790000,,,,
07-03-2017,Book Servicing,Consumer Internet,Online Vehicle Services Booking platform,New Delhi,National Science and Technology Entrepreneurship Development Board,Seed,30000,,,,
07-03-2017,Data Resolve,Technology,Cyber Security Solutions,Noida,IDFC Parampara Early Stage Opportunities Fund,Private Equity,1000000,,,,
07-03-2017,Blowhorn,Consumer Internet,Intra-City Logistics provider,Bengaluru,"IDG Ventures India, Michael & Susan Dell Foundation, Draper Associates, Unitus Seed Fund",Private Equity,3650000,,,,
